,frequence,amplitude
1208,乳腺癌手术后拆线延期几天可以吗？,http://ask.globecancer.com/q-768.html
1209,乳腺癌的病人可以吃蜂胶吗？,http://ask.globecancer.com/q-788.html
1210,日本治疗甲状腺癌,http://ask.globecancer.com/q-1237.html
1211,日本做甲状腺癌的筛查,http://ask.globecancer.com/q-1238.html
1212,乳腺癌遗传吗,http://ask.globecancer.com/q-816.html
1213,"我妈妈今年54岁,5年前检查出是乳腺癌,手术后一直很健康,今年年底感觉身上的关节很疼,无法入睡",http://ask.globecancer.com/q-1155.html
1214,我是恶性的乳腺癌，切除后七八天,http://ask.globecancer.com/q-1153.html
1215,乳腺癌晚期能活多久，要怎么护理？,http://ask.globecancer.com/q-1152.html
1216,“靶向+化疗”强强联手，抗癌药DS-8201为HER2阳性晚期乳腺癌带来新希望！,http://ask.globecancer.com/article-15605.html
1217,乳腺癌不能做手术了，细胞免疫回输有用吗？,http://ask.globecancer.com/q-1398.html
1218,我媳妇是乳腺癌，比较害怕，不想做化疗。,http://ask.globecancer.com/q-1382.html
1219,乳腺癌刚刚做完手术，大家有推荐的营养品吗？,http://ask.globecancer.com/q-1378.html
1220,乳腺癌哪个专家手术比较好？,http://ask.globecancer.com/q-1373.html
1221,乳腺癌可以治疗好吗？,http://ask.globecancer.com/q-647.html
1222,1月份确诊乳腺导管浸润性腺癌，目前情况稳定,http://ask.globecancer.com/q-648.html
1223,乳腺癌手术后需要做什么治疗？,http://ask.globecancer.com/q-700.html
1224,乳腺癌手术后怎么办？,http://ask.globecancer.com/q-701.html
1225,乳腺癌手术后拆线延期几天可以吗？,http://ask.globecancer.com/q-768.html
1226,乳腺癌术后的饮食有什么需要注意的？,http://ask.globecancer.com/q-784.html
1227,乳腺癌术后需要做化疗吗？,http://ask.globecancer.com/q-787.html
1228,日本治疗甲状腺癌,http://ask.globecancer.com/q-1237.html
1229,乳腺癌手术危险吗,http://ask.globecancer.com/q-815.html
1230,"我妈妈今年54岁,5年前检查出是乳腺癌,手术后一直很健康,今年年底感觉身上的关节很疼,无法入睡",http://ask.globecancer.com/q-1155.html
1231,乳腺癌三阴的可以治疗好吗？,http://ask.globecancer.com/q-708.html
1232,乳腺癌可以通过中医治疗吗,http://ask.globecancer.com/q-813.html
1233,中医能预防或治疗甲状腺癌吗,http://ask.globecancer.com/q-1236.html
1234,什么是NTRK基因？,http://ask.globecancer.com/q-1634.html
1235,ROS1基因突变的类型对治疗有何意义？,http://ask.globecancer.com/q-1655.html
1236,如果ALK/ROS1/NTRK基因检测没有突变怎么办？能盲试吗？,http://ask.globecancer.com/q-2084.html
1237,瑞波替尼在中国上市了吗？在哪里可以买到？,http://ask.globecancer.com/q-2083.html
1238,国内有瑞波替尼同类药物或者仿制药物吗？,http://ask.globecancer.com/q-1726.html
1239,为什么说瑞波替尼对抗耐药更有优势？,http://ask.globecancer.com/q-1725.html
1240,瑞波替尼有什么副作用？,http://ask.globecancer.com/q-1724.html
1241,国内患者怎样报名参加瑞波替尼的临床试验？,http://ask.globecancer.com/q-1723.html
1242,国内瑞波替尼临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-1722.html
1243,国内有免费的瑞波替尼临床试验可以参加吗？,http://ask.globecancer.com/q-1721.html
1244,使用瑞波替尼需要做哪些检测？,http://ask.globecancer.com/q-1720.html
1245,瑞波替尼是针对哪种基因突变的？,http://ask.globecancer.com/q-1719.html
1246,瑞波替尼在中国上市了吗？在哪里可以买到,http://ask.globecancer.com/q-1718.html
1247,瑞波替尼有国产药吗？,http://ask.globecancer.com/q-1717.html
1248,瑞波替尼多少钱？是否可以社保报销？,http://ask.globecancer.com/q-1716.html
1249,早期和晚期癌症都能使用瑞波替尼吗？,http://ask.globecancer.com/q-1715.html
1250,瑞波替尼的治疗效果和治疗数据怎么样？,http://ask.globecancer.com/q-1714.html
1251,ROS1基因突变的类型对治疗有何意义？,http://ask.globecancer.com/q-1655.html
1252,国内患者怎样报名参加瑞波替尼的临床试验？,http://ask.globecancer.com/q-1723.html
1253,瑞波替尼有什么副作用？,http://ask.globecancer.com/q-1724.html
1254,溶瘤病毒制剂T601是用病毒制成的抗肿瘤药吗？,http://ask.globecancer.com/q-2076.html
1255,溶瘤病毒T601是一种什么药？,http://ask.globecancer.com/q-2075.html
1256,什么是溶瘤病毒？,http://ask.globecancer.com/q-2073.html
1257,膀胱癌做手术最好的医院？,http://ask.globecancer.com/q-1163.html
1258,腹股沟淋巴结肿大能做手术吗？,http://ask.globecancer.com/q-1160.html
1259,肾癌术后过多久？,http://ask.globecancer.com/q-1151.html
1260,膀胱癌手术后复发还能继续做手术吗？,http://ask.globecancer.com/q-732.html
1261,膀胱癌已经做过两次手术了，如果再复发还能继续做手术吗？,http://ask.globecancer.com/q-731.html
1262,胰腺癌晚期怎么治疗,http://ask.globecancer.com/q-683.html
1263,肺癌手术以后应该注意什么？,http://ask.globecancer.com/q-281.html
1264,有关肾癌后的注意问题？,http://ask.globecancer.com/q-192.html
1265,肾癌骨转移还能活多久?,http://ask.globecancer.com/q-191.html
1266,肾癌晚期血尿不止，该如何治疗,http://ask.globecancer.com/q-189.html
1267,肾癌手术后要注意什么？肾癌手术后还复查吗？,http://ask.globecancer.com/q-188.html
1268,肾癌转移了该怎么办?,http://ask.globecancer.com/q-187.html
1269,"一个月前我老爸得了,摘除了一个左肾",http://ask.globecancer.com/q-186.html
1270,2009年9月查体发现右肾肿瘤，肿瘤有250px大小,http://ask.globecancer.com/q-184.html
1271,乳腺癌复查结果,http://ask.globecancer.com/q-170.html
1272,树突细胞疫苗在胶质母细胞瘤的临床数据有吗？,http://ask.globecancer.com/q-1573.html
1273,有哪些癌症树突细胞疫苗获得批准？,http://ask.globecancer.com/q-1572.html
1274,树突细胞疫苗临床试验有吗？,http://ask.globecancer.com/q-1570.html
1275,2011年确诊IV期肺癌，跨过8年，我是这样赢得胜利的,http://ask.globecancer.com/article-14937.html
1276,了解一下什么是细胞免疫治疗,http://ask.globecancer.com/article-15572.html
1277,火速收藏！适用所有癌症类型的免疫疗法，你必须了解的十件事,http://ask.globecancer.com/article-14934.html
1278,美国最新细胞免疫治疗临床试验中国区招募患者，针对所有实体瘤,http://ask.globecancer.com/article-14949.html
1279,人体内的这类免疫细胞竟能制成挽救生命的癌症疫苗,http://ask.globecancer.com/article-14963.html
1280,终于被证实！生存期延长13.4个月！新型树突细胞免疫疗法横空出世,http://ask.globecancer.com/article-15043.html
1281,抗癌八年，食管癌晚期转移灶全消失，免疫治疗带来逆转奇迹,http://ask.globecancer.com/article-15067.html
1282,2011年确诊IV期肺癌，跨过8年，我是这样赢得胜利的,http://ask.globecancer.com/article-15070.html
1283,晚期胃癌病灶全部清除，免疫治疗功不可没,http://ask.globecancer.com/article-15082.html
1284,三阴乳腺癌怎么预防复发,http://ask.globecancer.com/q-1392.html
1285,乳腺癌三阴的可以治疗好吗？,http://ask.globecancer.com/q-708.html
1286,三阴乳腺癌复发怎么办,http://ask.globecancer.com/q-805.html
1287,三阴乳腺癌可以免疫治疗吗,http://ask.globecancer.com/q-806.html
1288,三阴乳腺癌能吃靶向药吗,http://ask.globecancer.com/q-807.html
1289,三阴乳腺癌预后好吗,http://ask.globecancer.com/q-808.html
1290,三阴乳腺癌能做针灸吗,http://ask.globecancer.com/q-809.html
1291,我外婆72岁 食道癌晚期 化疗3个疗程了 目前白细胞低怎么办？,http://ask.globecancer.com/q-714.html
1292,谁说食管癌没有靶向药！2019靶向免疫治疗方案盘点,http://ask.globecancer.com/article-15460.html
1293,食道上段鳞癌，化疗5个疗程,http://ask.globecancer.com/q-656.html
1294,长效缓解！广谱抗癌药拉罗替尼治疗胃肠道肿瘤最新数据公布/拉罗替尼最新效果数据,http://ask.globecancer.com/article-15648.html
1295,食道癌能不能用靶向药治疗？,http://ask.globecancer.com/q-868.html
1296,食道癌患者需要做基因检测吗？,http://ask.globecancer.com/q-871.html
1297,我爸食道癌术后 多发性转移 有转移到淋巴结的 医生说可以做基因检测 用靶向药 想问下 这个效果怎么样,http://ask.globecancer.com/q-718.html
1298,当地医生说需要放疗，请教哪个医院放疗技术最好？,http://ask.globecancer.com/q-820.html
1299,医生建议放疗，我们可不可以做质子？,http://ask.globecancer.com/q-770.html
1300,如果不能手术只能放化疗吗？,http://ask.globecancer.com/q-659.html
1301,医生说是食道癌。请问是食道癌吗，晚期了，该怎么治疗？,http://ask.globecancer.com/q-662.html
1302,还有就是嘴巴里起泡 吃不了东西 化疗就能下去 化疗结束几天就复发 怎么办,http://ask.globecancer.com/q-715.html
1303,目前针对食道癌的靶向药有什么？,http://ask.globecancer.com/q-720.html
1304,食道癌只能吃流食，最近几天总是反酸，呕吐粘液，因胃里没有什么食物，请问反酸呕吐是这个病的反应吗？,http://ask.globecancer.com/q-658.html
1305,想知道患有食道癌的病人能吃什么？,http://ask.globecancer.com/q-657.html
1306,食道癌患者什么时候参加临床实验比较合适？,http://ask.globecancer.com/q-1003.html
1307,北京大学肿瘤医院有没有食道癌新药临床试验？,http://ask.globecancer.com/q-1002.html
1308,我爸食道癌术后-淋巴结转移，现在离出院40天了，入组参加了PD-1免疫治疗试验，这样治疗方案好吗？,http://ask.globecancer.com/q-717.html
1309,北京哪个医院做食道癌手术比较专业,http://ask.globecancer.com/q-972.html
1310,还有就是嘴巴里起泡 吃不了东西 化疗就能下去 化疗结束几天就复发 怎么办,http://ask.globecancer.com/q-715.html
1311,目前针对食道癌的靶向药有什么？,http://ask.globecancer.com/q-720.html
1312,食管黏膜粗糙，活检说不典型增生需要做免疫组化，请问，不典型增生就是癌前病变良性为什么还要做免疫组化,http://ask.globecancer.com/q-661.html
1313,医生说是食道癌。请问是食道癌吗，晚期了，该怎么治疗？,http://ask.globecancer.com/q-662.html
1314,手术能治愈食道癌吗？,http://ask.globecancer.com/q-974.html
1315,食管癌的五年生存率是多少？早期和晚期呢,http://ask.globecancer.com/q-920.html
1316,如果做基因检测费用大概多少？,http://ask.globecancer.com/q-719.html
1317,食管黏膜粗糙，活检说不典型增生需要做免疫组化，请问，不典型增生就是癌前病变良性为什么还要做免疫组化,http://ask.globecancer.com/q-661.html
1318,食道癌发现速度快吗？我爸爸是1.22号查出食道癌，因为过年，医院不给手术，那会检查是没有扩散，可以手,http://ask.globecancer.com/q-660.html
1319,目前国内治疗食道癌最好的医院和专家求推荐！,http://ask.globecancer.com/q-652.html
1320,广谱靶向药拉罗替尼Loxo-101获批上市，对抗17种癌症(NTRK融合),http://ask.globecancer.com/article-15490.html
1321,八大PD-1/PD-L1已上市！这份详尽的用药指南快收藏！,http://ask.globecancer.com/article-15625.html
1322,2019肾癌治疗靶向药年终盘点！（附药物清单）,http://ask.globecancer.com/article-15606.html
1323,2019肾癌治疗靶向药年终盘点！（附药物清单）,http://ask.globecancer.com/article-15606.html
1324,2019肾癌治疗靶向药年终盘点！（附药物清单）,http://ask.globecancer.com/article-15606.html
1325,质子VS光子：一字之差，对于髓母细胞瘤治疗却有千里之别！质子治疗的优势/质子和光子的区别/质子治疗的,http://ask.globecancer.com/article-15668.html
1326,疾病控制率80%！新型免疫疗法LN-144为晚期黑色素瘤患者带来春天！什么是TILs疗法/TILs疗,http://ask.globecancer.com/article-15671.html
1327,如果ALK/ROS1/NTRK基因检测没有突变怎么办？能盲试吗？,http://ask.globecancer.com/q-2084.html
1328,瑞波替尼在中国上市了吗？在哪里可以买到？,http://ask.globecancer.com/q-2083.html
1329,国内患者怎样报名参加溶瘤病毒T601的临床试验？,http://ask.globecancer.com/q-2082.html
1330,国内溶瘤病毒制剂T601临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-2081.html
1331,国内有免费的溶瘤病毒制剂T601临床试验可以参加吗？,http://ask.globecancer.com/q-2080.html
1332,国内瑞波替尼临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-1722.html
1333,瑞波替尼是针对哪种基因突变的？,http://ask.globecancer.com/q-1719.html
1334,拉罗替尼的治疗效果和治疗数据怎么样？,http://ask.globecancer.com/q-1679.html
1335,乳腺癌新药图卡替尼获FDA优先审批！上市在即！,http://ask.globecancer.com/article-15637.html
1336,避免习惯病毒感染，癌症患者该如何提高免疫力？,http://ask.globecancer.com/article-15621.html
1337,国内第六款PD-1替雷利珠单抗价格，赠药方案公布！这些用药信息请收藏,http://ask.globecancer.com/article-15659.html
1338,TILs疗法的案例有吗？,http://ask.globecancer.com/q-1569.html
1339,TILs疗法的治疗流程,http://ask.globecancer.com/q-1568.html
1340,肿瘤TILs疗法与其他细胞免疫有什么不同,http://ask.globecancer.com/q-1567.html
1341,肿瘤TILs疗法的研发历史,http://ask.globecancer.com/q-1566.html
1342,TIL疗法对于宫颈癌的生存期有临床数据吗？,http://ask.globecancer.com/q-1565.html
1343,TIL疗法对于黑色素瘤患者的生存期有临床数据吗？,http://ask.globecancer.com/q-1564.html
1344,TIL疗法对于非小细胞肺癌患者的生存期临床数据是？,http://ask.globecancer.com/q-1563.html
