C:\anaconda3\envs\py37\python.exe "E:/Python projects/spider/kang_ai_bang/dandu_zhuaqu.py"
问题: 膀胱癌做化疗，药物有效期是多少？ 问题链接: http://ask.globecancer.com/q-1167.html
问题: 肾癌做手术俩月了，已经做一次化疗了，请问还要做几次？ 问题链接: http://ask.globecancer.com/q-1143.html
问题: 肾癌术后的患者，还能不能用细胞免疫治疗？ 问题链接: http://ask.globecancer.com/q-650.html
美国就医
问题: 今年2月份查出黑色素瘤，之后进行了手术，日常生活应注意哪些问题？ 问题链接: http://ask.globecancer.com/q-183.html
问题: 黑色素瘤在进行淋巴结清扫后，出现水肿和血肿，该怎么处理？ 问题链接: http://ask.globecancer.com/q-182.html
问题: 黑色素瘤晚期BRAF-V600E突变，可以使用哪些靶向药进一步治疗？还有什么更好的治疗方法？ 问题链接: http://ask.globecancer.com/q-181.html
问题: 哥哥IV期黑色素瘤，不能手术切除，该采取什么样的治疗？ 问题链接: http://ask.globecancer.com/q-180.html
问题: 亲戚黏膜黑色素瘤手术后多久后进行复查，频率是多少？ 问题链接: http://ask.globecancer.com/q-179.html
问题: 妈妈患乳腺癌后，这是我做的最正确的一件事 问题链接: http://ask.globecancer.com/article-15071.html
赫赛汀(曲妥珠单抗)
滑膜肉瘤
问题: 滑膜肉瘤五年生存率是多少？ 问题链接: http://ask.globecancer.com/q-1104.html
患者饮食误区
问题: 肿瘤患者专属饮食营养指导手册/肿瘤患者常见的四大营养误区！ 问题链接: http://ask.globecancer.com/article-15570.html
hpv
问题: hpv是可以进行免疫治疗吗？ 问题链接: http://ask.globecancer.com/q-1445.html
问题: HPV感染后的治疗 问题链接: http://ask.globecancer.com/q-1444.html
问题: 男性也需要接种HPV疫苗吗？ 问题链接: http://ask.globecancer.com/q-1443.html
问题: HPV传播途径 问题链接: http://ask.globecancer.com/q-1437.html
问题: HPV 疫苗都有哪些？ 问题链接: http://ask.globecancer.com/q-1438.html
问题: 如果已经感染HPV病毒的女性可以打宫颈癌疫苗吗 问题链接: http://ask.globecancer.com/q-1440.html
问题: 什么样的人群适合接种HPV疫苗 问题链接: http://ask.globecancer.com/q-1442.html
问题: 注射HPV疫苗安全吗？ 问题链接: http://ask.globecancer.com/q-1441.html
问题: 女性感染HPV后会影响到生育吗 问题链接: http://ask.globecancer.com/q-1439.html
问题: 什么是hpv 问题链接: http://ask.globecancer.com/q-1436.html
介入治疗
问题: 超过7000名肿瘤患者使用电场疗法回归正常生活！ 问题链接: http://ask.globecancer.com/article-15117.html
问题: 肝癌最好的治疗方案 问题链接: http://ask.globecancer.com/q-117.html
问题: 肾癌介入治疗,消融治疗 问题链接: http://ask.globecancer.com/article-15265.html
问题: 肾癌介入治疗,肝转移灶栓塞 问题链接: http://ask.globecancer.com/article-15264.html
问题: 肾癌介入治疗,肺转移灶栓塞 问题链接: http://ask.globecancer.com/article-15263.html
问题: 肾癌介入治疗栓塞治疗 问题链接: http://ask.globecancer.com/article-15262.html
问题: 胰腺癌的介入治疗包含什么？ 问题链接: http://ask.globecancer.com/article-15211.html
问题: 肝癌介入疗法的适应症 问题链接: http://ask.globecancer.com/article-15189.html
问题: 胃 癌 的 介 入 治 疗的适应症？ 问题链接: http://ask.globecancer.com/article-15172.html
问题: 史上最全的关于自体免疫细胞治疗肿瘤技术科普问答 问题链接: http://ask.globecancer.com/article-14948.html
问题: 【质子治疗】肝癌质子治疗6个月 肿瘤明显缩小 问题链接: http://ask.globecancer.com/article-15090.html
问题: 2019肝癌药物治疗大全（化疗、靶向、免疫怎么选） 问题链接: http://ask.globecancer.com/article-15139.html
问题: 胰腺癌的影像检查 问题链接: http://ask.globecancer.com/article-15199.html
问题: 胰腺癌的超声内镜介绍 问题链接: http://ask.globecancer.com/article-15200.html
问题: 胰腺癌的手术治疗 问题链接: http://ask.globecancer.com/article-15328.html
内科治疗
问题: 晚期膀胱癌五年生存率是多少？ 问题链接: http://ask.globecancer.com/q-1192.html
问题: 腹股沟淋巴结肿大是复发吗？ 问题链接: http://ask.globecancer.com/q-1159.html
问题: 肾癌四期都有哪些好的方法？ 问题链接: http://ask.globecancer.com/q-1101.html
问题: 四期肾癌靶向药治疗有多大把握？ 问题链接: http://ask.globecancer.com/q-1092.html
问题: 四期肾癌有什么好的治疗方法吗？ 问题链接: http://ask.globecancer.com/q-1088.html
问题: 胰腺癌晚期怎么治疗 问题链接: http://ask.globecancer.com/q-683.html
问题: 白血病的分类 问题链接: http://ask.globecancer.com/article-15330.html
问题: 胰腺癌的高危因素和主要的临床表现？ 问题链接: http://ask.globecancer.com/article-15198.html
问题: 胰腺癌的鉴别诊断 问题链接: http://ask.globecancer.com/article-15326.html
问题: 前列腺癌的检查 问题链接: http://ask.globecancer.com/article-15317.html
问题: 脑胶质瘤的基础介绍 问题链接: http://ask.globecancer.com/article-15313.html
问题: 膀胱癌的危险因素 问题链接: http://ask.globecancer.com/article-15256.html
问题: 乳腺癌的都有哪些种类 问题链接: http://ask.globecancer.com/article-15215.html
问题: 胰腺癌的影像检查 问题链接: http://ask.globecancer.com/article-15199.html
问题: 胰腺癌的介绍 问题链接: http://ask.globecancer.com/article-15197.html
基因检测
问题: 什么是溶瘤病毒？ 问题链接: http://ask.globecancer.com/q-2073.html
问题: 国内有免费的瑞波替尼临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-1721.html
问题: 使用瑞波替尼需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-1720.html
问题: 国内患者怎样报名参加恩曲替尼的临床试验？ 问题链接: http://ask.globecancer.com/q-1707.html
问题: 使用恩曲替尼需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-1704.html
问题: 恩曲替尼在中国上市了吗？在哪里可以买到？ 问题链接: http://ask.globecancer.com/q-1702.html
问题: 早期和晚期癌症都能使用恩曲替尼吗？ 问题链接: http://ask.globecancer.com/q-1699.html
问题: 如果NTRK基因检测没有突变怎么办？能盲试吗？ 问题链接: http://ask.globecancer.com/q-1687.html
问题: 哪个公司检测NTRK基因更准确？ 问题链接: http://ask.globecancer.com/q-1686.html
问题: 使用拉罗替尼需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-1685.html
问题: 国内患者如何接受瑞波替尼治疗？ 问题链接: http://ask.globecancer.com/q-1672.html
问题: ROS1基因突变如何检测更准确？ 问题链接: http://ask.globecancer.com/q-1656.html
问题: 国内患者如何接受恩曲替尼治疗？ 问题链接: http://ask.globecancer.com/q-1647.html
问题: 国内患者如何接受拉罗替尼治疗？ 问题链接: http://ask.globecancer.com/q-1644.html
问题: 哪些肿瘤能用拉罗替尼治疗？ 问题链接: http://ask.globecancer.com/q-1642.html
结肠癌
问题: AB011注射液是如何发挥抗肿瘤作用的？ 问题链接: http://ask.globecancer.com/q-1933.html
问题: 结直肠癌有望添新靶向药！BRAF突变新疗法获FDA优先审查 问题链接: http://ask.globecancer.com/article-15476.html
结直肠癌靶向治疗
结直肠癌术后注意事项
结直肠癌复发
结直肠癌专家
结直肠癌美国新药
问题: 结直肠癌有望添新靶向药！BRAF突变新疗法获FDA优先审查 问题链接: http://ask.globecancer.com/article-15476.html
激素治疗
吉西他滨
BRCA基因突变
脊索瘤
甲状腺癌
问题: 国内患者怎样报名参加RX-208的临床试验？ 问题链接: http://ask.globecancer.com/q-2010.html
问题: 国内RX-208临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-2009.html
问题: 国内有免费的RX-208临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-2007.html
问题: 使用RX-208需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-2006.html
问题: RX-208能治疗哪些癌症？ 问题链接: http://ask.globecancer.com/q-2004.html
问题: RX-208是一种什么抗癌药物？ 问题链接: http://ask.globecancer.com/q-2003.html
问题: 甲状腺结节有恶性的可能，不手术行不行 问题链接: http://ask.globecancer.com/q-728.html
问题: 有哪些检查可以排查出是否有患甲状腺癌的可能性 问题链接: http://ask.globecancer.com/q-727.html
问题: 甲状腺癌是什么原因导致的，要怎么预防 问题链接: http://ask.globecancer.com/q-726.html
问题: 甲状腺癌术后饮食要注意什么 问题链接: http://ask.globecancer.com/q-725.html
问题: 甲状腺癌手术后容易复发吗 问题链接: http://ask.globecancer.com/q-724.html
问题: 甲状腺癌会遗传吗？ 问题链接: http://ask.globecancer.com/q-723.html
问题: 甲状腺癌治愈效果怎么样 问题链接: http://ask.globecancer.com/q-710.html
问题: 儿童肿瘤存活率增至90%，但增加的长期副作用如何避免？ 问题链接: http://ask.globecancer.com/article-15458.html
结直肠癌化疗
问题: 直肠癌转移肝，医生要求肝肠切除 问题链接: http://ask.globecancer.com/q-12.html
结直肠癌放疗
结直肠癌贝伐单抗
结直肠癌西妥昔单抗（爱必妥）
结直肠癌拉罗替尼
结直肠癌微卫星不稳定
结直肠癌keytruda
结直肠癌拉帕替尼
结直肠癌根治性手术
问题: 直肠癌转移肝，医生要求肝肠切除 问题链接: http://ask.globecancer.com/q-12.html
问题: 医生你好，我刚做完结肠癌手术，想问一下平时饮食上要注意什么 问题链接: http://ask.globecancer.com/q-21.html
问题: 67岁女前几天检查出直肠癌应该是晚期 问题链接: http://ask.globecancer.com/q-29.html
结直肠癌靶向药物
问题: 美国已上市的各类癌症药物更新汇总（2020版！） 问题链接: http://ask.globecancer.com/article-15644.html
问题: 全国治疗结直肠癌哪家医院最好？ 问题链接: http://ask.globecancer.com/q-643.html
问题: 国内结直肠癌靶向药物都有哪些？ 问题链接: http://ask.globecancer.com/q-642.html
问题: 治疗结直肠癌的靶向药物有哪些 问题链接: http://ask.globecancer.com/q-641.html
结直肠癌PD1/PDL1
结直肠癌药物
结直肠癌副作用处理
结直肠癌基因检测
问题: 肠癌有必要做全基因测序吗？ 问题链接: http://ask.globecancer.com/q-112.html
结直肠癌免疫细胞治疗
结直肠癌癌症疫苗
结直肠癌康复治疗
结直肠癌营养饮食
结直肠癌新药临床试验
结直肠癌肝复发转移
结直肠癌腹水
结直肠癌预防复发
问题: 2020年，美国NCCN结肠癌治疗指南出炉！不去看医生，也能知道用药方案 问题链接: http://ask.globecancer.com/article-15609.html
问题: 2020最新肺癌NCCN指南出炉！所有可用靶向药、基因突变靶点都列全了 问题链接: http://ask.globecancer.com/article-15601.html
问题: 干货！2019年结直肠癌用药新进展年终盘点！ 问题链接: http://ask.globecancer.com/article-15558.html
结直肠癌五年生存率
问题: 2020年，美国NCCN结肠癌治疗指南出炉！不去看医生，也能知道用药方案 问题链接: http://ask.globecancer.com/article-15609.html
问题: 67岁女前几天检查出直肠癌应该是晚期 问题链接: http://ask.globecancer.com/q-29.html
甲状腺癌西妥昔单抗（爱必妥）
甲状腺癌尼妥珠单抗
甲状腺癌PD1/PDL1
问题: 甲状腺癌患者适合用PD-1吗 问题链接: http://ask.globecancer.com/q-1231.html
甲状腺癌药物
问题: 美国有哪些新的药物和技术治疗甲状腺癌吗 问题链接: http://ask.globecancer.com/q-1244.html
问题: 甲状腺癌有适合的药物治疗吗？ 问题链接: http://ask.globecancer.com/q-722.html
甲状腺癌Opdivo
甲状腺癌Keytruda
甲状腺癌根治性手术
问题: 有甲状腺结节，要不要尽快手术切除啊 问题链接: http://ask.globecancer.com/q-721.html
问题: 甲状腺癌有哪些治疗方式 问题链接: http://ask.globecancer.com/q-711.html
甲状腺癌放疗
甲状腺癌质子治疗
甲状腺癌化疗
甲状腺癌靶向药物
甲状腺癌副作用处理
甲状腺癌基因检测
问题: 怀疑是甲状腺癌需要做基因检测吗 问题链接: http://ask.globecancer.com/q-1243.html
甲状腺癌免疫细胞治疗
问题: 甲状腺癌适不适合用细胞免疫治疗 问题链接: http://ask.globecancer.com/q-1232.html
甲状腺癌癌症疫苗
甲状腺癌康复治疗
甲状腺癌营养饮食
问题: 吃营养保健品可以预防甲状腺癌吗 问题链接: http://ask.globecancer.com/q-1239.html
甲状腺癌新药临床试验
甲状腺癌复发转移
问题: 抗癌的保健品对甲状腺癌有作用吗 问题链接: http://ask.globecancer.com/q-1245.html
甲状腺癌预防复发
问题: 甲状腺癌术后预防复发的方法 问题链接: http://ask.globecancer.com/q-1230.html
问题: 甲状腺乳头状癌晚期还适合什么治疗 问题链接: http://ask.globecancer.com/q-1234.html
问题: 预防甲状腺癌需要注意哪些 问题链接: http://ask.globecancer.com/q-1240.html
问题: 抗癌的保健品对甲状腺癌有作用吗 问题链接: http://ask.globecancer.com/q-1245.html
甲状腺癌姑息治疗
甲状腺癌止痛治疗
问题: 甲状腺乳头状癌晚期还适合什么治疗 问题链接: http://ask.globecancer.com/q-1234.html
甲状腺癌五年生存率
结直肠癌
问题: 国内患者怎样报名参加C019199的临床试验？ 问题链接: http://ask.globecancer.com/q-1963.html
问题: 国内C019199临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-1962.html
问题: 国内有免费的C019199临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-1961.html
问题: 如果CSF1R基因检测没有突变怎么办？能盲试吗？ 问题链接: http://ask.globecancer.com/q-1960.html
问题: 使用C019199需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-1959.html
问题: C019199是针对哪种基因突变的？ 问题链接: http://ask.globecancer.com/q-1958.html
问题: C019199能治疗哪些癌症？ 问题链接: http://ask.globecancer.com/q-1957.html
问题: 美国国立卫生研究院：关于癌症靶向治疗，十件事，靶向治疗与化疗区别/靶向治疗分类/各个癌肿靶向药物/靶 问题链接: http://ask.globecancer.com/article-15666.html
